Wavelength,Flux
6881.2,9.25E-13
6882.6,9.52E-13
6884,9.69E-13
6885.4,9.57E-13
6886.8,9.43E-13
6888.2,9.38E-13
6889.6,9.42E-13
6891,9.30E-13
6892.4,9.18E-13
6893.8,9.25E-13
6895.2,9.43E-13
6896.6,9.40E-13
6898,9.48E-13
6899.4,9.64E-13
6900.8,9.57E-13
6902.2,9.60E-13
6903.6,9.53E-13
6905,9.56E-13
6906.4,9.57E-13
6907.8,9.34E-13
6909.2,9.36E-13
6910.6,9.54E-13
6912,9.62E-13
6913.4,9.61E-13
6914.8,9.73E-13
6916.2,9.85E-13
6917.6,9.97E-13
6919,1.00E-12
6920.4,1.02E-12
6921.8,1.01E-12
6923.2,9.92E-13
6924.6,9.89E-13
6926,9.96E-13
6927.4,9.91E-13
6928.8,9.71E-13
6930.2,9.61E-13
6931.6,9.70E-13
6933,9.83E-13
6934.4,9.93E-13
6935.8,1.01E-12
6937.2,1.02E-12
6938.6,1.01E-12
6940,9.95E-13
6941.4,9.96E-13
6942.8,1.00E-12
6944.2,9.94E-13
6945.6,9.70E-13
6947,9.54E-13
6948.4,9.67E-13
6949.8,9.88E-13
6951.2,1.01E-12
6952.6,1.01E-12
6954,9.92E-13
6955.4,9.73E-13
6956.8,9.77E-13
6958.2,9.93E-13
6959.6,9.82E-13
6961,9.78E-13
6962.4,9.88E-13
6963.8,1.00E-12
6965.2,1.02E-12
6966.6,1.03E-12
6968,1.04E-12
6969.4,1.06E-12
6970.8,1.08E-12
6972.2,1.09E-12
6973.6,1.07E-12
6975,1.05E-12
6976.4,1.03E-12
6977.8,1.01E-12
6979.2,1.02E-12
6980.6,1.02E-12
6982,1.01E-12
6983.4,1.01E-12
6984.8,1.00E-12
6986.2,9.87E-13
6987.6,9.69E-13
6989,9.63E-13
6990.4,9.62E-13
6991.8,9.85E-13
6993.2,1.01E-12
6994.6,1.03E-12
6996,1.03E-12
6997.4,1.03E-12
6998.8,9.97E-13
7000.2,9.67E-13
7001.6,9.70E-13
7003,9.78E-13
7004.4,9.71E-13
7005.8,9.71E-13
7007.2,9.63E-13
7008.6,9.64E-13
7010,9.93E-13
7011.4,1.00E-12
7012.8,1.00E-12
7014.2,1.00E-12
7015.6,1.00E-12
7017,1.03E-12
7018.4,1.03E-12
7019.8,9.99E-13
7021.2,9.70E-13
7022.6,9.69E-13
7024,9.92E-13
7025.4,1.03E-12
7026.8,1.06E-12
7028.2,1.04E-12
7029.6,1.04E-12
7031,1.04E-12
7032.4,1.04E-12
7033.8,1.02E-12
7035.2,1.00E-12
7036.6,1.00E-12
7038,1.01E-12
7039.4,1.02E-12
7040.8,1.01E-12
7042.2,1.02E-12
7043.6,1.02E-12
7045,9.96E-13
7046.4,9.73E-13
7047.8,9.82E-13
7049.2,1.00E-12
7050.6,1.01E-12
7052,1.03E-12
7053.4,1.04E-12
7054.8,1.03E-12
7056.2,1.02E-12
7057.6,1.01E-12
7059,9.90E-13
7060.4,9.84E-13
7061.8,9.87E-13
7063.2,1.00E-12
7064.6,1.02E-12
7066,1.04E-12
7067.4,1.06E-12
7068.8,1.07E-12
7070.2,1.06E-12
7071.6,1.03E-12
7073,9.96E-13
7074.4,9.93E-13
7075.8,1.01E-12
7077.2,1.02E-12
7078.6,1.01E-12
7080,9.92E-13
7081.4,9.85E-13
7082.8,1.00E-12
7084.2,1.02E-12
7085.6,1.02E-12
7087,1.04E-12
7088.4,1.01E-12
7089.8,9.67E-13
7091.2,9.57E-13
7092.6,9.66E-13
7094,9.82E-13
7095.4,9.80E-13
7096.8,9.76E-13
7098.2,9.80E-13
7099.6,9.76E-13
7101,9.64E-13
7102.4,9.69E-13
7103.8,9.82E-13
7105.2,9.91E-13
7106.6,1.00E-12
7108,1.01E-12
7109.4,1.01E-12
7110.8,1.00E-12
7112.2,9.93E-13
7113.6,9.84E-13
7115,9.97E-13
7116.4,1.00E-12
7117.8,9.99E-13
7119.2,9.99E-13
7120.6,1.04E-12
7122,1.06E-12
7123.4,1.06E-12
7124.8,1.06E-12
7126.2,1.04E-12
7127.6,1.01E-12
7129,1.01E-12
7130.4,1.01E-12
7131.8,9.94E-13
7133.2,9.92E-13
7134.6,1.01E-12
7136,9.98E-13
7137.4,1.01E-12
7138.8,1.04E-12
7140.2,1.04E-12
7141.6,1.02E-12
7143,9.83E-13
7144.4,9.62E-13
7145.8,9.76E-13
7147.2,1.01E-12
7148.6,1.02E-12
7150,1.02E-12
7151.4,1.02E-12
7152.8,1.03E-12
7154.2,1.04E-12
7155.6,1.05E-12
7157,1.03E-12
7158.4,9.78E-13
7159.8,9.46E-13
7161.2,9.68E-13
7162.6,9.60E-13
7164,9.52E-13
7165.4,9.49E-13
7166.8,9.34E-13
7168.2,9.40E-13
7169.6,9.80E-13
7171,9.77E-13
7172.4,9.37E-13
7173.8,9.12E-13
7175.2,9.24E-13
7176.6,9.21E-13
7178,9.31E-13
7179.4,9.50E-13
7180.8,9.59E-13
7182.2,9.41E-13
7183.6,8.82E-13
7185,8.46E-13
7186.4,8.21E-13
7187.8,8.53E-13
7189.2,9.30E-13
7190.6,9.35E-13
7192,9.13E-13
7193.4,9.32E-13
7194.8,9.39E-13
7196.2,9.24E-13
7197.6,8.96E-13
7199,9.25E-13
7200.4,9.14E-13
7201.8,9.15E-13
7203.2,9.09E-13
7204.6,8.98E-13
7206,8.90E-13
7207.4,9.35E-13
7208.8,9.63E-13
7210.2,9.86E-13
7211.6,1.02E-12
7213,1.05E-12
7214.4,1.04E-12
7215.8,1.02E-12
7217.2,1.02E-12
7218.6,1.03E-12
7220,1.02E-12
7221.4,9.83E-13
7222.8,9.53E-13
7224.2,9.72E-13
7225.6,9.85E-13
7227,9.56E-13
7228.4,9.41E-13
7229.8,9.47E-13
7231.2,9.62E-13
7232.6,9.34E-13
7234,8.80E-13
7235.4,8.88E-13
7236.8,9.39E-13
7238.2,9.84E-13
7239.6,1.01E-12
7241,1.01E-12
7242.4,1.01E-12
7243.8,9.99E-13
7245.2,9.67E-13
7246.6,9.65E-13
7248,9.59E-13
7249.4,9.38E-13
7250.8,9.34E-13
7252.2,9.21E-13
7253.6,9.10E-13
7255,8.98E-13
7256.4,8.84E-13
7257.8,8.91E-13
7259.2,9.12E-13
7260.6,9.50E-13
7262,9.52E-13
7263.4,9.46E-13
7264.8,9.54E-13
7266.2,9.40E-13
7267.6,1.00E-12
7269,1.03E-12
7270.4,1.02E-12
7271.8,9.97E-13
7273.2,9.62E-13
7274.6,9.37E-13
7276,9.25E-13
7277.4,8.96E-13
7278.8,9.11E-13
7280.2,9.57E-13
7281.6,9.68E-13
7283,9.19E-13
7284.4,9.10E-13
7285.8,9.04E-13
7287.2,9.08E-13
7288.6,9.19E-13
7290,9.19E-13
7291.4,9.25E-13
7292.8,9.23E-13
7294.2,9.13E-13
7295.6,9.23E-13
7297,9.41E-13
7298.4,9.77E-13
7299.8,9.89E-13
7301.2,9.65E-13
7302.6,9.30E-13
7304,8.92E-13
7305.4,8.88E-13
7306.8,9.16E-13
7308.2,9.26E-13
7309.6,9.10E-13
7311,9.05E-13
7312.4,9.01E-13
7313.8,8.96E-13
7315.2,9.26E-13
7316.6,9.60E-13
7318,9.29E-13
7319.4,9.08E-13
7320.8,9.03E-13
7322.2,9.15E-13
7323.6,9.38E-13
7325,9.47E-13
7326.4,9.32E-13
7327.8,9.38E-13
7329.2,9.69E-13
7330.6,9.90E-13
7332,9.73E-13
7333.4,9.38E-13
7334.8,9.36E-13
7336.2,9.37E-13
7337.6,9.41E-13
7339,9.33E-13
7340.4,9.41E-13
7341.8,9.09E-13
7343.2,8.88E-13
7344.6,8.97E-13
7346,9.11E-13
7347.4,9.06E-13
7348.8,8.94E-13
7350.2,8.90E-13
7351.6,9.16E-13
7353,9.41E-13
7354.4,9.60E-13
7355.8,9.41E-13
7357.2,9.29E-13
7358.6,9.25E-13
7360,9.17E-13
7361.4,9.25E-13
7362.8,9.41E-13
7364.2,9.27E-13
7365.6,9.10E-13
7367,9.08E-13
7368.4,9.31E-13
7369.8,9.48E-13
7371.2,9.37E-13
7372.6,9.20E-13
7374,9.12E-13
7375.4,9.16E-13
7376.8,9.29E-13
7378.2,9.42E-13
7379.6,9.33E-13
7381,9.14E-13
7382.4,9.12E-13
7383.8,9.19E-13
7385.2,9.29E-13
7386.6,9.45E-13
7388,9.40E-13
7389.4,9.39E-13
7390.8,9.40E-13
7392.2,9.20E-13
7393.6,9.00E-13
7395,8.90E-13
7396.4,9.00E-13
7397.8,9.00E-13
7399.2,9.00E-13
7400.6,8.94E-13
7402,8.92E-13
7403.4,8.88E-13
7404.8,8.69E-13
7406.2,8.53E-13
7407.6,8.39E-13
7409,8.27E-13
7410.4,8.34E-13
7411.8,8.52E-13
7413.2,8.49E-13
7414.6,8.67E-13
7416,9.06E-13
7417.4,9.26E-13
7418.8,9.28E-13
7420.2,9.14E-13
7421.6,9.17E-13
7423,9.28E-13
7424.4,9.39E-13
7425.8,9.21E-13
7427.2,9.16E-13
7428.6,9.12E-13
